condition,variant,k,n,mean_capped_first90,ci_low,ci_high,median_capped_first90,solved,stable_solved,mean_capped_stable90,auc,final_success,final90,updates_per_step
noisy,progressive,6,32,28125.0,20218.75,37531.25,18000.0,29,29,28281.25,0.8053990207541561,0.9714145864055312,29,1.0
noisy,progressive,8,32,29093.75,24593.75,35031.25,24000.0,31,31,29187.5,0.7508556702267499,0.9783773306548437,31,1.0
noisy,progressive,12,32,43218.75,37843.75,49625.0,39000.0,30,30,43781.25,0.6117266229126562,0.963236392946125,30,1.0
noisy,progressive,16,32,59906.25,53593.75,67032.03124999999,56000.0,28,28,60375.0,0.4973800623894375,0.9504668883218437,28,1.0
noisy,learned_qrm,2,32,6531.25,4593.75,8937.5,5000.0,32,32,6687.5,0.9310798550282188,0.9880263883066562,32,1.9889078125
noisy,learned_qrm,4,32,7093.75,6186.71875,8031.25,7000.0,32,32,8531.25,0.9170647969775625,0.9950138282539063,32,3.93660875
noisy,learned_qrm,6,32,8750.0,8062.5,9468.75,9000.0,32,32,8968.75,0.9076041220707187,0.9987043697718438,32,5.859318125
noisy,learned_qrm,8,32,10250.0,9375.0,11187.5,10000.0,32,32,10500.0,0.8930400605389375,0.9994342528974375,32,7.7719409375
noisy,learned_qrm,12,32,12875.0,11593.75,14312.5,12000.0,32,32,13125.0,0.8711787019666875,0.9998262960153124,32,11.5182403125
noisy,learned_qrm,16,32,14062.5,13125.0,15000.0,14000.0,32,32,14468.75,0.8550441747151563,0.9992512177107187,32,15.2296440625
noisy,count_replay,2,32,2031.25,1750.0,2312.5,2000.0,32,32,2093.75,0.9570917385400313,0.9925464078853126,32,9.0
noisy,count_replay,4,32,4531.25,4031.25,5062.5,4000.0,32,32,4656.25,0.929248152756625,0.9705384996294688,27,9.0
noisy,count_replay,6,32,6406.25,5937.5,6937.5,6000.0,32,32,6812.5,0.9105835713819688,0.983212792874,30,9.0
noisy,count_replay,8,32,9125.0,8312.5,10000.0,8500.0,32,32,9250.0,0.879493617513875,0.977545279259125,29,9.0
noisy,count_replay,12,32,14156.25,13125.0,15250.0,14000.0,32,32,14406.25,0.836005589364625,0.9478523862129375,28,9.0
noisy,count_replay,16,32,17812.5,16812.5,18843.75,17500.0,32,32,17937.5,0.8060596043966562,0.9816938263111875,32,9.0
noisy,goal_reuse,2,32,6781.25,3093.75,13312.5,3000.0,31,31,7468.75,0.9458913778771563,0.9824035420355313,31,9.0
noisy,goal_reuse,4,32,4500.0,4093.75,4906.25,4500.0,32,32,5875.0,0.9434740392436562,0.9783488714674375,31,9.0
noisy,goal_reuse,6,32,5437.5,5093.75,5781.25,6000.0,32,32,5906.25,0.9432754953995,0.981896165996625,31,9.0
noisy,goal_reuse,8,32,5781.25,5343.75,6250.0,5500.0,32,32,6031.25,0.9392218980496563,0.9995004758417187,32,9.0
noisy,goal_reuse,12,32,6562.5,6062.5,7125.0,6000.0,32,32,6968.75,0.9308589259555313,0.9978924641025937,32,9.0
noisy,goal_reuse,16,32,7406.25,6875.0,7906.25,7000.0,32,32,7593.75,0.92760605272125,0.999854209224625,32,9.0
noisy,progressive_goal,2,32,8062.5,3437.5,14562.5,4000.0,32,32,11031.25,0.94298541451525,0.9804173591963438,31,9.0
noisy,progressive_goal,4,32,4593.75,4062.5,5125.0,5000.0,32,32,5875.0,0.9406146082592499,0.97994423277425,31,9.0
noisy,progressive_goal,6,32,5468.75,4968.75,6031.25,5000.0,32,32,5656.25,0.9441739506217187,0.9862840709769688,31,9.0
noisy,progressive_goal,8,32,5906.25,5562.5,6250.0,6000.0,32,32,6000.0,0.9369170980210938,0.9734616741568438,31,9.0
noisy,progressive_goal,12,32,6593.75,6156.25,7031.25,7000.0,32,32,6718.75,0.9345119182724375,0.9974855435872814,32,9.0
noisy,progressive_goal,16,32,7843.75,7343.75,8312.5,8000.0,32,32,7906.25,0.9242631666308125,0.9986434290282188,32,9.0
noisy,oracle_goal,2,32,3375.0,2843.75,3937.5,3000.0,32,32,3500.0,0.9558151593322812,0.9870285136868124,31,9.0
noisy,oracle_goal,4,32,5250.0,4093.75,7218.75,4000.0,32,32,5500.0,0.94420038351475,0.994877554715875,32,9.0
noisy,oracle_goal,6,32,5062.5,4593.75,5531.25,5000.0,32,32,5375.0,0.9466420546716875,0.956822011012625,28,9.0
noisy,oracle_goal,8,32,5281.25,4875.0,5687.5,5000.0,32,32,5593.75,0.9507905633515312,0.9933780098033125,32,9.0
noisy,oracle_goal,12,32,5406.25,5062.5,5750.0,5000.0,32,32,5718.75,0.945557056766125,0.9949621144308438,31,9.0
noisy,oracle_goal,16,32,5500.0,5187.5,5843.75,5000.0,32,32,5937.5,0.9478884724333125,0.9999433713485937,32,9.0
noisy,oracle_qrm,2,32,3250.0,2811.7187500000005,3719.5312499999886,3000.0,32,32,3937.5,0.9564807301742813,0.9908917763837812,32,2.0
noisy,oracle_qrm,4,32,6750.0,4000.0,11781.25,4500.0,32,32,7218.75,0.9379694744987812,0.9836717645302187,30,4.0
noisy,oracle_qrm,6,32,4781.25,4375.0,5187.5,5000.0,32,32,4843.75,0.9381420838289376,0.9822910874859062,31,6.0
noisy,oracle_qrm,8,32,5156.25,4781.25,5531.25,5000.0,32,32,5500.0,0.9408830836920625,0.9902131959335938,31,8.0
noisy,oracle_qrm,12,32,5468.75,5093.75,5843.75,5000.0,32,32,5750.0,0.932336948916625,0.9936306216897188,31,12.0
noisy,oracle_qrm,16,32,5593.75,5187.5,6000.0,5500.0,32,32,5968.75,0.9288523365537813,0.9871004460154063,31,16.0
